1.31,2629.1,1431
1.32,2629.2,1431
1.33,2629.3,1431
1.34,2629.4,1431
1.35,2629.5,1431
1.36,2629.6,1431
1.37,2629.7,1431
1.38,2629.8,1431
1.39,2629.9,1431
1.4,2630,1431
1.41,2630.1,1431
1.42,2630.2,1431
1.43,2630.3,1431
1.44,2630.3,1431
1.45,2630.4,1431
1.46,2630.5,1431
1.47,2630.6,1431
1.48,2630.7,1431
1.49,2630.8,1431
1.5,2630.8,1431
1.51,2630.9,1431
1.52,2631,1431
1.53,2631.1,1431
1.54,2631.1,1431
1.55,2631.2,1431
1.56,2631.3,1431
1.57,2631.3,1431
1.58,2631.4,1431
1.59,2631.5,1431
1.6,2631.5,1431
1.61,2631.6,1431
1.62,2631.7,1431
1.63,2631.7,1431
1.64,2631.8,1431
1.65,2631.9,1431
1.66,2631.9,1431
1.67,2632,1431
1.68,2632.1,1431
1.69,2632.1,1431
1.7,2632.2,1431
1.71,2632.2,1431
1.72,2632.3,1431
1.73,2632.3,1431
1.74,2632.4,1431
1.75,2632.4,1431
1.76,2632.5,1431
1.77,2632.5,1431
1.78,2632.6,1431
1.79,2632.6,1431
1.8,2632.7,1431
1.81,2632.7,1431
1.82,2632.8,1431
1.83,2632.8,1431
1.84,2632.9,1431
1.85,2632.9,1431
1.86,2633,1431
1.87,2633,1431
1.88,2633.1,1431
1.89,2633.1,1431
1.9,2633.1,1431
1.91,2633.2,1431
1.92,2633.2,1431
1.93,2633.3,1431
1.94,2633.3,1431
1.95,2633.3,1431
1.96,2633.4,1431
1.97,2633.4,1431
1.98,2633.5,1431
1.99,2633.5,1431
2,2633.5,1431
2.01,2633.6,1431
2.02,2633.6,1431
2.03,2633.6,1431
2.04,2633.7,1431
2.05,2633.7,1431
2.06,2633.7,1431
2.07,2633.8,1431
2.08,2633.8,1431
2.09,2633.8,1431
2.1,2633.9,1431
2.11,2633.9,1431
2.12,2633.9,1431
2.13,2633.9,1431
2.14,2634,1431
2.15,2634,1431
2.16,2634,1431
2.17,2634,1431
2.18,2634.1,1431
2.19,2634.1,1431
2.2,2634.1,1431
2.21,2634.1,1431
2.22,2634.2,1431
2.23,2634.2,1431
2.24,2634.2,1431
2.25,2634.2,1431
2.26,2634.3,1431
2.27,2634.3,1431
2.28,2634.3,1431
2.29,2634.3,1431
2.3,2634.4,1431
2.31,2634.4,1431
2.32,2634.4,1431
2.33,2634.4,1431
2.34,2634.4,1431
2.35,2634.5,1431
2.36,2634.5,1431
2.37,2634.5,1431
2.38,2634.5,1431
2.39,2634.5,1431
2.4,2634.6,1431
2.41,2634.6,1431
2.42,2634.6,1431
2.43,2634.6,1431
2.44,2634.6,1431
2.45,2634.6,1431
2.46,2634.7,1431
2.47,2634.7,1431
2.48,2634.7,1431
2.49,2634.7,1431
2.5,2634.7,1431
2.51,2634.7,1431
2.52,2634.7,1431
2.53,2634.8,1431
2.54,2634.8,1431
2.55,2634.8,1431
2.56,2634.8,1431
2.57,2634.8,1431
2.58,2634.8,1431
2.59,2634.8,1431
2.6,2634.9,1431
2.61,2634.9,1431
2.62,2634.9,1431
2.63,2634.9,1431
2.64,2634.9,1431
2.65,2634.9,1431
2.66,2634.9,1431
2.67,2634.9,1431
2.68,2635,1431
2.69,2635,1431
2.7,2635,1431
2.71,2635,1431
2.72,2635,1431
2.73,2635,1431
2.74,2635,1431
2.75,2635,1431
2.76,2635,1431
2.77,2635,1431
2.78,2635.1,1431
2.79,2635.1,1431
2.8,2635.1,1431
2.81,2635.1,1431
2.82,2635.1,1431
2.83,2635.1,1431
2.84,2635.1,1431
2.85,2635.1,1431
2.86,2635.1,1431
2.87,2635.1,1431
2.88,2635.1,1431
2.89,2635.1,1431
2.9,2635.2,1431
2.91,2635.2,1431
2.92,2635.2,1431
2.93,2635.2,1431
2.94,2635.2,1431
2.95,2635.2,1431
2.96,2635.2,1431
2.97,2635.2,1431
2.98,2635.2,1431
2.99,2635.2,1431
3,2635.2,1431
3.01,2635.2,1431
3.02,2635.2,1431
3.03,2635.2,1431
3.04,2635.2,1431
3.05,2635.3,1431
3.06,2635.3,1431
3.07,2635.3,1431
3.08,2635.3,1431
3.09,2635.3,1431
3.1,2635.3,1431
3.11,2635.3,1431
3.12,2635.3,1431
3.13,2635.3,1431
3.14,2635.3,1431
3.15,2635.3,1431
3.16,2635.3,1431
3.17,2635.3,1431
3.18,2635.3,1431
3.19,2635.3,1431
3.2,2635.3,1431
3.21,2635.3,1431
3.22,2635.3,1431
3.23,2635.3,1431
3.24,2635.3,1431
3.25,2635.3,1431
3.26,2635.4,1431
3.27,2635.4,1431
3.28,2635.4,1431
3.29,2635.4,1431
3.3,2635.4,1431
3.31,2635.4,1431
3.32,2635.4,1431
3.33,2635.4,1431
3.34,2635.4,1431
3.35,2635.4,1431
3.36,2635.4,1431
3.37,2635.4,1431
3.38,2635.4,1431
3.39,2635.4,1431
3.4,2635.4,1431
3.41,2635.4,1431
3.42,2635.4,1431
3.43,2635.4,1431
3.44,2635.4,1431
3.45,2635.4,1431
3.46,2635.4,1431
3.47,2635.4,1431
3.48,2635.4,1431
3.49,2635.4,1431
3.5,2635.4,1431
3.51,2635.4,1431
3.52,2635.4,1431
3.53,2635.4,1431
3.54,2635.4,1431
3.55,2635.4,1431
3.56,2635.4,1431
3.57,2635.4,1431
3.58,2635.4,1431
3.59,2635.5,1431
3.6,2635.5,1431
3.61,2635.5,1431
3.62,2635.5,1431
3.63,2635.5,1431
3.64,2635.5,1431
3.65,2635.5,1431
3.66,2635.5,1431
3.67,2635.5,1431
3.68,2635.5,1431
3.69,2635.5,1431
3.7,2635.5,1431
3.71,2635.5,1431
3.72,2635.5,1431
3.73,2635.5,1431
3.74,2635.5,1431
3.75,2635.5,1431
3.76,2635.5,1431
3.77,2635.5,1431
3.78,2635.5,1431
3.79,2635.5,1431
3.8,2635.5,1431
3.81,2635.5,1431
3.82,2635.5,1431
3.83,2635.5,1431
3.84,2635.5,1431
3.85,2635.5,1431
3.86,2635.5,1431
3.87,2635.5,1431
3.88,2635.5,1431
3.89,2635.5,1431
3.9,2635.5,1431
3.91,2635.5,1431
3.92,2635.5,1431
3.93,2635.5,1431
3.94,2635.5,1431
3.95,2635.5,1431
3.96,2635.5,1431
3.97,2635.5,1431
3.98,2635.5,1431
3.99,2635.5,1431
4,2635.5,1431
4.01,2635.5,1431
4.02,2635.5,1431
4.03,2635.5,1431
4.04,2635.5,1431
4.05,2635.5,1431
4.06,2635.5,1431
4.07,2635.5,1431
4.08,2635.5,1431
4.09,2635.5,1431
4.1,2635.5,1431
4.11,2635.5,1431
4.12,2635.5,1431
4.13,2635.5,1431
4.14,2635.5,1431
4.15,2635.5,1431
4.16,2635.5,1431
4.17,2635.5,1431
4.18,2635.5,1431
4.19,2635.5,1431
4.2,2635.5,1431
4.21,2635.5,1431
4.22,2635.5,1431
4.23,2635.5,1431
4.24,2635.5,1431
4.25,2635.5,1431
4.26,2635.5,1431
4.27,2635.5,1431
4.28,2635.5,1431
4.29,2635.5,1431
4.3,2635.5,1431
4.31,2635.5,1431
4.32,2635.5,1431
4.33,2635.5,1431
4.34,2635.5,1431
4.35,2635.5,1431
4.36,2635.5,1431
4.37,2635.5,1431
4.38,2635.5,1431
4.39,2635.5,1431
4.4,2635.5,1431
4.41,2635.5,1431
4.42,2635.5,1431
4.43,2635.5,1431
4.44,2635.5,1431
4.45,2635.5,1431
4.46,2635.5,1431
4.47,2635.5,1431
4.48,2635.5,1431
4.49,2635.5,1431
4.5,2635.5,1431
4.51,2635.5,1431
4.52,2635.5,1431
4.53,2635.5,1431
4.54,2635.5,1431
4.55,2635.6,1431
4.56,2635.6,1431
4.57,2635.6,1431
4.58,2635.6,1431
4.59,2635.6,1431
4.6,2635.6,1431
4.61,2635.6,1431
4.62,2635.6,1431
4.63,2635.6,1431
4.64,2635.6,1431
4.65,2635.6,1431
4.66,2635.6,1431
4.67,2635.6,1431
4.68,2635.6,1431
4.69,2635.6,1431
4.7,2635.6,1431
4.71,2635.6,1431
4.72,2635.6,1431
4.73,2635.6,1431
4.74,2635.6,1431
4.75,2635.6,1431
4.76,2635.6,1431
4.77,2635.6,1431
4.78,2635.6,1431
4.79,2635.6,1431
4.8,2635.6,1431
4.81,2635.6,1431
4.82,2635.6,1431
4.83,2635.6,1431
4.84,2635.6,1431
4.85,2635.6,1431
4.86,2635.6,1431
4.87,2635.6,1431
4.88,2635.6,1431
4.89,2635.6,1431
4.9,2635.6,1431
4.91,2635.6,1431
4.92,2635.6,1431
4.93,2635.6,1431
4.94,2635.6,1431
4.95,2635.6,1431
4.96,2635.6,1431
4.97,2635.6,1431
4.98,2635.6,1431
4.99,2635.6,1431
